species,te_sra_accession,te_assembly_accession,analysis_branch,n_elements,ratio_arithmetic_mean,ratio_median,ratio_geometric_mean,ratio_trimmed_mean_10pct,ratio_winsorized_mean_5pct,ratio_q05,ratio_q95,ratio_max,fraction_ratio_gt_1,median_bootstrap_ci_low,median_bootstrap_ci_high,geometric_mean_bootstrap_ci_low,geometric_mean_bootstrap_ci_high,max_abs_leave_one_out_mean_shift,max_abs_leave_one_out_median_shift,largest_element_fraction_of_ratio_sum,median_terminal_positive_coverage_fraction,median_internal_positive_coverage_fraction
campi,SRX21425398,GCA_033118305.1,all_ltr_gypsy_ge5_domain_elements,16,0.7734474957269375,0.6801815235415429,0.5765135421511657,0.7243943777885092,0.7414721184918575,0.11272510207248786,1.6093075047581027,2.203591072231693,0.1875,0.5312417711644498,0.9718628152775732,0.3573464667128968,0.874298164836875,0.09534290510031718,0.001376352054143104,0.178065664153503,1.0,1.0
carolinensis,SRX19952691,GCA_031753635.1,all_ltr_gypsy_ge5_domain_elements,9,0.8130521418804669,0.6892661543529464,0.6844905037513361,0.813052141880467,0.7883305135403074,0.31451831595346097,1.7310141570611983,2.028270895928736,0.2222222222222222,0.4266614416626121,0.7890228634845398,0.48000020334005455,0.9913932304184734,0.15190234425603355,0.07317615796480337,0.2771820173300805,1.0,1.0
cheaha,SRX20502857,GCA_032353815.1,all_ltr_gypsy_ge5_domain_elements,9,0.7286232510009403,0.7143047561523329,0.7001435827883058,0.7286232510009403,0.7252215591188026,0.4731644486815627,1.057854004147359,1.1431219728949122,0.1111111111111111,0.5551435613940333,0.9299520510260292,0.5836400412192483,0.8486138951323415,0.051812340236746524,0.04513017977141087,0.17431992784939992,1.0,1.0
conanti,SRX19953420,GCA_030264475.1,all_ltr_gypsy_ge5_domain_elements,8,0.6889440451320612,0.6794559128667643,0.6726077736328808,0.6889440451320612,0.6932040116958691,0.4971876309168768,0.9179131406930859,0.9264874994673188,0.0,0.5764023718741671,0.9019893315409394,0.5814658616896915,0.7838918858935858,0.03393477919075094,0.0100718681115054,0.16809919216475042,1.0,1.0
fuscus,SRX20497025,GCA_032353935.1,all_ltr_gypsy_ge5_domain_elements,14,0.804188680150203,0.7639879863079897,0.7501443619204863,0.7565091562160626,0.7671520545241572,0.415212549782781,1.2468063389626711,1.768470078479634,0.07142857142857142,0.6429252346645987,0.9178114521867395,0.6234415821115089,0.910302783788982,0.07417549217918684,0.04071455446744898,0.15707668416369708,1.0,1.0
gvnigeusgwotli,SRX20502827,GCA_032353775.1,all_ltr_gypsy_ge5_domain_elements,11,0.6785800519233448,0.6163534086271578,0.6502759986475064,0.6632741836431725,0.6776709419982624,0.46907362801864444,1.0158390811736915,1.0290199653602847,0.18181818181818182,0.5097947285551119,0.9599007065601202,0.5534591389260359,0.7740517297947191,0.03504399134369407,0.021189023231361626,0.13785738221019087,1.0,1.0
intermedius,SRX20502776,GCA_032275315.1,all_ltr_gypsy_ge5_domain_elements,12,5.328271576561987,0.6669905170756453,0.9995704953435798,0.7365744970042989,2.8134502612621186,0.5166504690843646,25.879007696018068,56.06620307343128,0.16666666666666666,0.5747341123025588,0.8714716403322407,0.6280299252496886,2.197570116388502,4.612539226988117,0.01668993234396665,0.8768666390813522,1.0,1.0
marmoratus,SRX19954879,GCA_031753695.1,all_ltr_gypsy_ge5_domain_elements,5,0.5920094284530198,0.4446865512692835,0.5486415687329813,0.5920094284530197,0.5743971446117262,0.40375557521135225,0.9860168490962572,1.078267554976431,0.2,0.3995662885376466,1.078267554976431,0.4166371488322142,0.7909047861958721,0.1215645316308529,0.08616373715313969,0.3642737777991315,1.0,1.0
mavrokoilius,SRX20503049,GCA_032354855.1,all_ltr_gypsy_ge5_domain_elements,7,0.640772402493157,0.6355765867073221,0.6145512837903292,0.640772402493157,0.6444724379902372,0.39655179965468157,0.8621246243426848,0.9063867029168388,0.0,0.5602638961133519,0.7588464410029925,0.4852982369787747,0.7490041135966788,0.05239715498203179,0.048616116251440356,0.20207458092546102,1.0,1.0
monticola,SRX19955091,GCA_031753675.1,all_ltr_gypsy_ge5_domain_elements,12,0.7135923362509708,0.6694926756503055,0.6372573447596385,0.6586524339909886,0.6869617621486482,0.322709660090687,1.3343071457832036,1.6952102876973727,0.16666666666666666,0.43880457765536374,0.8381045581706601,0.487423475966981,0.8171492775898728,0.08923799558603651,0.0003578339560069699,0.19796670563611152,1.0,1.0
ocoee,SRX19952863,GCA_030264995.1,all_ltr_gypsy_ge5_domain_elements,10,1.0312359244193012,0.6838617166828023,0.7672466131113282,0.8965898270138009,1.024088384705416,0.32210415285116833,2.746061078092586,2.9122864672337925,0.3,0.4765457612911779,1.6458730414842255,0.5098335390868336,1.2506157510605125,0.20900561586827682,0.022543235969508912,0.28240739080862887,1.0,1.0
orestes,SRX19952890,GCA_030264915.1,all_ltr_gypsy_ge5_domain_elements,13,1.137723399579588,0.717116439525145,0.8817753674772163,0.9607688236136854,1.0866865078602692,0.5114474242529409,3.0470201181800203,3.720972173763303,0.23076923076923078,0.5579223547248299,0.7944993900430685,0.6476245962121576,1.2893085306803673,0.21527073118197648,0.008502382782633267,0.25158015459363026,1.0,1.0
organi,SRX19952929,GCA_030180145.1,all_ltr_gypsy_ge5_domain_elements,14,0.58636646604214,0.5244523811889554,0.5568537162194707,0.5832355469940346,0.5860583780912306,0.33844095692176795,0.8675497724270445,0.8737003874164283,0.0,0.4473247827603212,0.7432978508987798,0.47172068742193113,0.6530248920926994,0.02210260933648378,0.010394892358605468,0.10643031984925942,1.0,1.0
pascagoula,SRX19953381,GCA_030264975.1,all_ltr_gypsy_ge5_domain_elements,3,0.5136331114649126,0.5080101277245705,0.4376816621820745,0.5136331114649125,0.5130708130908784,0.2286296811052499,0.8025726304428147,0.8353017974115086,0.0,0.1975874092586587,0.8353017974115086,0.1975874092586587,0.8353017974115086,0.16083434297329802,0.16364583484346906,0.5420871946444271,1.0,1.0
perlapsus,SRX20503048,GCA_032275285.1,all_ltr_gypsy_ge5_domain_elements,13,0.6314078347824351,0.5130329589943039,0.5698761198875035,0.5985955473586023,0.6261296529693113,0.35002331284756005,1.205111154808862,1.371025675886848,0.15384615384615385,0.4295482321646307,0.7367742561556442,0.45434544539315785,0.7342036773231507,0.06163482009203425,0.034334792659174274,0.16702914933910698,1.0,1.0
santeetlah,SRX19955089,GCA_031753655.1,all_ltr_gypsy_ge5_domain_elements,16,0.7191756095949058,0.5782573148795966,0.6394309192677471,0.6592801989672427,0.6742246946326353,0.34299035003338674,1.2146819785473841,1.9560965677450404,0.0625,0.4218607349922638,0.8930868408793785,0.5145639363973805,0.8062909383983557,0.082461397210009,0.02666131934645799,0.16999469093915587,1.0,1.0
tilleyi,SRX21394251,GCA_034782015.1,all_ltr_gypsy_ge5_domain_elements,54,0.5968953059388833,0.5526183489993373,0.5367673839936784,0.5805989716507666,0.5931570824266758,0.24434923337899575,1.0555336925212468,1.3464395618436378,0.09259259259259259,0.5153453856302814,0.5997753929666495,0.4660585174753267,0.6116320690435064,0.014142344451032907,7.756441347717136e-05,0.041772930214030515,1.0,1.0
valentinei,SRX19953382,GCA_030264875.1,all_ltr_gypsy_ge5_domain_elements,21,0.689593669361659,0.6080139669556985,0.6493200302389814,0.6393570955957825,0.6591477158005404,0.4074697474929798,1.0790459558485437,1.721373527411087,0.09523809523809523,0.5414804614529062,0.7263691999268922,0.5718341276076956,0.7482155430442399,0.05158899290247143,0.014803983910303686,0.11886734408080403,1.0,1.0
welteri,SRX19958882,GCA_030264495.1,all_ltr_gypsy_ge5_domain_elements,23,0.5830605383578512,0.536422862070816,0.5486588077963509,0.5619615572965877,0.5717687321219276,0.3012706958311052,0.9354349292534765,1.1977130940091898,0.043478260869565216,0.5039813964953074,0.6469167639841259,0.47898159747252284,0.6321379626673646,0.027938752529606314,0.001246680926941801,0.08931230793785108,1.0,1.0
wrighti,SRX19958881,GCA_030265035.1,all_ltr_gypsy_ge5_domain_elements,16,0.7800511788321955,0.709207574891078,0.690808211394477,0.7334703806154935,0.7516517421920672,0.30879802651993005,1.4490445199362365,1.9399868719809847,0.1875,0.5026681844066855,0.8891624886681707,0.5467952577951215,0.876438870887642,0.07732904620991943,0.011510421119542702,0.1554374671676442,1.0,1.0
abditus,SRX19952928,GCA_030264455.1,coverage_ge_80pct,34,0.6383805936156967,0.6050135071820184,0.5933763299932626,0.6229351784893097,0.6329946903573916,0.32645136544887476,1.0491157450147117,1.251926322769839,0.058823529411764705,0.5336286152689295,0.694047489449007,0.5197260459051635,0.672107308179698,0.01859229482285285,0.003810708301357546,0.05767932609895937,1.0,1.0
adatsihi,SRX20502416,GCA_032275005.1,coverage_ge_80pct,12,0.6959049500342637,0.7066454949203409,0.6087674582727252,0.705337089870637,0.7023169381421313,0.21051042908522377,1.1639219299139805,1.1669524301827772,0.16666666666666666,0.5518100421509193,0.8454273088107889,0.42753820171078977,0.818463858999709,0.05139717077384076,0.0081508231213121,0.13974039966776605,1.0,1.0
aeneus,SRX19953415,GCA_030264635.1,coverage_ge_80pct,13,0.7285735624536159,0.6108077987954519,0.6881965459924195,0.7261875353354956,0.7311333387294044,0.4475055654207522,1.0691649493710542,1.0963999302974687,0.15384615384615385,0.5013374646744291,0.9662744963342682,0.5715289543108915,0.8239001031797203,0.030652197320321095,0.1039178832993859,0.11575832630091859,1.0,1.0
amphileucus,SRX20502537,GCA_032360725.1,coverage_ge_80pct,13,0.9081776811287715,0.7089735067772364,0.7886997834317842,0.8467057232278417,0.9120187899376471,0.44756001413069607,2.0949212995524586,2.1197049124463088,0.23076923076923078,0.5747922587768837,0.8681271797103725,0.6179760943548026,1.054065253271365,0.10096060260979478,0.016964598126387176,0.17954000348441926,1.0,1.0
anicetus,SRX21425396,GCA_033119125.1,coverage_ge_80pct,8,0.649592269864701,0.5383626209644286,0.5970000281260468,0.6495922698647009,0.6427550233569409,0.35972900965052923,1.1239136664881746,1.2474454998186777,0.125,0.4875633234347429,0.7918040575418195,0.4532115689771629,0.7954331435048221,0.08540760427913952,0.0023970431494142463,0.24004393942343621,1.0,1.0
apalachicolae,SRX19952657,GCA_030264955.1,coverage_ge_80pct,4,0.5906790708001934,0.5470085086236217,0.5379753608210474,0.5906790708001934,0.5841284864737076,0.3209603373721076,0.9215365912754795,0.9697020860869549,0.0,0.2989971798665753,0.9697020860869549,0.3628643914342252,0.7983084832597339,0.12634100509558716,0.10159027872016468,0.41041833629440205,1.0,1.0
aureatus,SRX20502577,GCA_032274985.1,coverage_ge_80pct,12,0.7230529163398228,0.7224011115989846,0.7008604241617309,0.7205300364766993,0.7215220032544002,0.46923018605162015,0.9837334882341897,1.0352284703783492,0.08333333333333333,0.5891294609403674,0.8453635085141341,0.6041629106290629,0.8058509676295789,0.028379595821684145,0.05975777809023397,0.11931220696114411,1.0,1.0
auriculatus,SRX19953419,GCA_030264895.1,coverage_ge_80pct,6,0.9429922238216545,0.8998028278401773,0.9093921732309291,0.9429922238216545,0.9286527819338687,0.6814986503602184,1.3337118445912843,1.4282666928647862,0.5,0.6900168473070041,1.2391569963177824,0.7466488648686674,1.1429376936484392,0.09705489380862642,0.1306934542754673,0.25243521929171114,1.0,1.0
bairdi,SRX21425397,GCA_034783875.1,coverage_ge_80pct,9,0.5567666443930379,0.5199067778960906,0.47147884603385265,0.5567666443930379,0.5611585528762151,0.1870312979712107,0.8857973925891569,0.8921073567421978,0.0,0.2557870087236626,0.8763324463595955,0.3104048227252961,0.6960806033217086,0.05194656086543281,0.14366554438658152,0.1780333657489153,1.0,1.0
balsameus,SRX20502826,GCA_032353675.1,coverage_ge_80pct,11,0.5715665370015113,0.6192385990276378,0.5060230975067971,0.5761509229648301,0.5741101536223663,0.2350136810733533,0.8948397020892025,0.9934004190105612,0.0,0.4145898766960882,0.7168786822648575,0.34984384522784406,0.6720977807664604,0.046309335567892074,0.05737075269556269,0.15800282758807016,1.0,1.0
campi,SRX21425398,GCA_033118305.1,coverage_ge_80pct,16,0.7734474957269375,0.6801815235415429,0.5765135421511657,0.7243943777885092,0.7414721184918575,0.11272510207248786,1.6093075047581027,2.203591072231693,0.1875,0.5326104662450497,0.9718628152775732,0.3475939653865762,0.8799126809652059,0.09534290510031718,0.001376352054143104,0.178065664153503,1.0,1.0
carolinensis,SRX19952691,GCA_031753635.1,coverage_ge_80pct,9,0.8130521418804669,0.6892661543529464,0.6844905037513361,0.813052141880467,0.7883305135403074,0.31451831595346097,1.7310141570611983,2.028270895928736,0.2222222222222222,0.4266614416626121,1.285129048759892,0.4706933086450141,0.9923077597080661,0.15190234425603355,0.07317615796480337,0.2771820173300805,1.0,1.0
cheaha,SRX20502857,GCA_032353815.1,coverage_ge_80pct,9,0.7286232510009403,0.7143047561523329,0.7001435827883058,0.7286232510009403,0.7252215591188026,0.4731644486815627,1.057854004147359,1.1431219728949122,0.1111111111111111,0.5551435613940333,0.9299520510260292,0.5874239158475512,0.8418180765300619,0.051812340236746524,0.04513017977141087,0.17431992784939992,1.0,1.0
conanti,SRX19953420,GCA_030264475.1,coverage_ge_80pct,8,0.6889440451320612,0.6794559128667643,0.6726077736328808,0.6889440451320612,0.6932040116958691,0.4971876309168768,0.9179131406930859,0.9264874994673188,0.0,0.5764023718741671,0.9019893315409394,0.5791683472162681,0.785076528409682,0.03393477919075094,0.0100718681115054,0.16809919216475042,1.0,1.0
fuscus,SRX20497025,GCA_032353935.1,coverage_ge_80pct,14,0.804188680150203,0.7639879863079897,0.7501443619204863,0.7565091562160626,0.7671520545241572,0.415212549782781,1.2468063389626711,1.768470078479634,0.07142857142857142,0.6429252346645987,0.9319580733153028,0.6212576568484894,0.9061964330000859,0.07417549217918684,0.04071455446744898,0.15707668416369708,1.0,1.0
gvnigeusgwotli,SRX20502827,GCA_032353775.1,coverage_ge_80pct,11,0.6785800519233448,0.6163534086271578,0.6502759986475064,0.6632741836431725,0.6776709419982624,0.46907362801864444,1.0158390811736915,1.0290199653602847,0.18181818181818182,0.5097947285551119,0.9599007065601202,0.5511171205985073,0.7718263523193178,0.03504399134369407,0.021189023231361626,0.13785738221019087,1.0,1.0
intermedius,SRX20502776,GCA_032275315.1,coverage_ge_80pct,12,5.328271576561987,0.6669905170756453,0.9995704953435798,0.7365744970042989,2.8134502612621186,0.5166504690843646,25.879007696018068,56.06620307343128,0.16666666666666666,0.5747341123025588,0.8714716403322407,0.6253865069075605,2.1757854735750537,4.612539226988117,0.01668993234396665,0.8768666390813522,1.0,1.0
marmoratus,SRX19954879,GCA_031753695.1,coverage_ge_80pct,5,0.5920094284530198,0.4446865512692835,0.5486415687329813,0.5920094284530197,0.5743971446117262,0.40375557521135225,0.9860168490962572,1.078267554976431,0.2,0.3995662885376466,1.078267554976431,0.4166371488322142,0.7988233620739612,0.1215645316308529,0.08616373715313969,0.3642737777991315,1.0,1.0
mavrokoilius,SRX20503049,GCA_032354855.1,coverage_ge_80pct,7,0.640772402493157,0.6355765867073221,0.6145512837903292,0.640772402493157,0.6444724379902372,0.39655179965468157,0.8621246243426848,0.9063867029168388,0.0,0.5602638961133519,0.7588464410029925,0.4828687739592965,0.7463791061307665,0.05239715498203179,0.048616116251440356,0.20207458092546102,1.0,1.0
monticola,SRX19955091,GCA_031753675.1,coverage_ge_80pct,12,0.7135923362509708,0.6694926756503055,0.6372573447596385,0.6586524339909886,0.6869617621486482,0.322709660090687,1.3343071457832036,1.6952102876973727,0.16666666666666666,0.43880457765536374,0.8381045581706601,0.4943138855231758,0.835108343707751,0.08923799558603651,0.0003578339560069699,0.19796670563611152,1.0,1.0
ocoee,SRX19952863,GCA_030264995.1,coverage_ge_80pct,10,1.0312359244193012,0.6838617166828023,0.7672466131113282,0.8965898270138009,1.024088384705416,0.32210415285116833,2.746061078092586,2.9122864672337925,0.3,0.4765457612911779,1.6246508331194895,0.48880156458713686,1.2413379209292534,0.20900561586827682,0.022543235969508912,0.28240739080862887,1.0,1.0
orestes,SRX19952890,GCA_030264915.1,coverage_ge_80pct,13,1.137723399579588,0.717116439525145,0.8817753674772163,0.9607688236136854,1.0866865078602692,0.5114474242529409,3.0470201181800203,3.720972173763303,0.23076923076923078,0.5579223547248299,0.7944993900430685,0.6320693273408077,1.2825824026933257,0.21527073118197648,0.008502382782633267,0.25158015459363026,1.0,1.0
organi,SRX19952929,GCA_030180145.1,coverage_ge_80pct,14,0.58636646604214,0.5244523811889554,0.5568537162194707,0.5832355469940346,0.5860583780912306,0.33844095692176795,0.8675497724270445,0.8737003874164283,0.0,0.4473247827603212,0.7934010050478963,0.4705370943844518,0.6499183636077801,0.02210260933648378,0.010394892358605468,0.10643031984925942,1.0,1.0
pascagoula,SRX19953381,GCA_030264975.1,coverage_ge_80pct,3,0.5136331114649126,0.5080101277245705,0.4376816621820745,0.5136331114649125,0.5130708130908784,0.2286296811052499,0.8025726304428147,0.8353017974115086,0.0,0.1975874092586587,0.8353017974115086,0.1975874092586587,0.8353017974115086,0.16083434297329802,0.16364583484346906,0.5420871946444271,1.0,1.0
perlapsus,SRX20503048,GCA_032275285.1,coverage_ge_80pct,13,0.6314078347824351,0.5130329589943039,0.5698761198875035,0.5985955473586023,0.6261296529693113,0.35002331284756005,1.205111154808862,1.371025675886848,0.15384615384615385,0.4295482321646307,0.7367742561556442,0.44972925964662763,0.7246431869280195,0.06163482009203425,0.034334792659174274,0.16702914933910698,1.0,1.0
santeetlah,SRX19955089,GCA_031753655.1,coverage_ge_80pct,16,0.7191756095949058,0.5782573148795966,0.6394309192677471,0.6592801989672427,0.6742246946326353,0.34299035003338674,1.2146819785473841,1.9560965677450404,0.0625,0.4218607349922638,0.9069059422361349,0.5128136007666304,0.8024511196778796,0.082461397210009,0.02666131934645799,0.16999469093915587,1.0,1.0
tilleyi,SRX21394251,GCA_034782015.1,coverage_ge_80pct,53,0.604264773440117,0.5526959134128144,0.5465390316415885,0.5875995779297402,0.600985904949072,0.27144263257295675,1.0573071296182985,1.3464395618436378,0.09433962264150944,0.5161234949885183,0.6065042060150383,0.47315041403968117,0.6178688995053305,0.014272592084683122,0.0013477851967369503,0.04204203380937813,1.0,1.0
valentinei,SRX19953382,GCA_030264875.1,coverage_ge_80pct,21,0.689593669361659,0.6080139669556985,0.6493200302389814,0.6393570955957825,0.6591477158005404,0.4074697474929798,1.0790459558485437,1.721373527411087,0.09523809523809523,0.5414804614529062,0.7263691999268922,0.5693558176619588,0.750387512590444,0.05158899290247143,0.014803983910303686,0.11886734408080403,1.0,1.0
welteri,SRX19958882,GCA_030264495.1,coverage_ge_80pct,23,0.5830605383578512,0.536422862070816,0.5486588077963509,0.5619615572965877,0.5717687321219276,0.3012706958311052,0.9354349292534765,1.1977130940091898,0.043478260869565216,0.4788892572937933,0.6469167639841259,0.4757217610222755,0.6334370709576809,0.027938752529606314,0.001246680926941801,0.08931230793785108,1.0,1.0
wrighti,SRX19958881,GCA_030265035.1,coverage_ge_80pct,16,0.7800511788321955,0.709207574891078,0.690808211394477,0.7334703806154935,0.7516517421920672,0.30879802651993005,1.4490445199362365,1.9399868719809847,0.1875,0.5026681844066855,0.8969858748312418,0.5463124196407741,0.8863090235483727,0.07732904620991943,0.011510421119542702,0.1554374671676442,1.0,1.0
abditus,SRX19952928,GCA_030264455.1,coverage_ge_80pct_and_complete_yes,19,0.5928040632719607,0.5623005022812002,0.543660349927837,0.5803704933250815,0.5861918264445087,0.278749976099113,0.9925963398201655,1.1776271943392584,0.05263157894736842,0.3900413878037529,0.6811560828712575,0.45118084488150706,0.654825593143161,0.0324901739481831,0.01945114829973038,0.10455457796179093,1.0,1.0
adatsihi,SRX20502416,GCA_032275005.1,coverage_ge_80pct_and_complete_yes,4,0.7298683983843278,0.8137475461606203,0.5618337145237512,0.7298683983843279,0.7424502705507717,0.222435733771984,1.1198702561098623,1.1614424296940558,0.25,0.1305360715220151,1.1614424296940558,0.21059455968751425,1.0387828286428484,0.19977744228743766,0.0705470596388128,0.3978259752939986,1.0,1.0
aeneus,SRX19953415,GCA_030264635.1,coverage_ge_80pct_and_complete_yes,9,0.6811550699881201,0.5762817186320965,0.6425359700732072,0.6811550699881201,0.6830967562920168,0.4273348745835306,1.0281420904807377,1.0510082954201112,0.1111111111111111,0.4878469470951954,0.9938427830716776,0.5208978610397573,0.813035367713449,0.04623165317899891,0.017263040081677672,0.1714421644004796,1.0,1.0
amphileucus,SRX20502537,GCA_032360725.1,coverage_ge_80pct_and_complete_yes,10,0.8402839176673602,0.710737354301558,0.7453214251298997,0.7439497873744474,0.8079777215924215,0.42888050727838817,1.6992984096502481,2.0783988909565587,0.2,0.5035909650241798,1.005284788843331,0.5644810185289314,1.0097426044951359,0.13756833036546645,0.03216534872845256,0.2473448375313695,1.0,1.0
anicetus,SRX21425396,GCA_033119125.1,coverage_ge_80pct_and_complete_yes,4,0.4945175031453508,0.49903207685216366,0.47262124497950997,0.4945175031453508,0.4951946892013727,0.32039537464000195,0.6623192284611616,0.6891107104949695,0.0,0.2908951483821065,0.6891107104949695,0.3348123519825159,0.6320108108563105,0.0678741182544148,0.011468753417420763,0.3483752880898651,1.0,1.0
aureatus,SRX20502577,GCA_032274985.1,coverage_ge_80pct_and_complete_yes,7,0.6899684861521628,0.7821588896892184,0.6642308415343819,0.689968486152163,0.6883570581659768,0.4541738109974896,0.912253584147982,0.9416012301162412,0.0,0.496331661149055,0.8437757435553772,0.5342923296633019,0.8066718969076904,0.0423103875366051,0.1256808727355545,0.1949573989898316,1.0,1.0
auriculatus,SRX19953419,GCA_030264895.1,coverage_ge_80pct_and_complete_yes,3,1.075957449515047,1.0304962821156445,1.0421925093602207,1.075957449515047,1.0714113327751067,0.7952480644198034,1.388489651789872,1.4282666928647862,0.6666666666666666,0.76910937356471,1.4282666928647862,0.76910937356471,1.4282666928647862,0.17615462167486973,0.19888520537457088,0.4424792986341394,1.0,1.0
bairdi,SRX21425397,GCA_034783875.1,coverage_ge_80pct_and_complete_yes,6,0.4168457966783102,0.3539271948104681,0.3541330918969299,0.4168457966783101,0.40676942929458443,0.16984237028309773,0.7872260292437193,0.8763324463595955,0.0,0.19849058309661935,0.698119612127843,0.22849030123500685,0.5494840795648503,0.09189732993625704,0.073448896097973,0.35038234495936077,1.0,1.0
balsameus,SRX20502826,GCA_032353675.1,coverage_ge_80pct_and_complete_yes,5,0.5993663058178635,0.4310080673907082,0.5516878439759989,0.5993663058178635,0.5936028762990337,0.37216131999851104,0.9539761322420177,0.9934004190105612,0.0,0.3615541808241168,0.9934004190105612,0.39556140641039667,0.7980156213440882,0.09850852829817436,0.1826354588885678,0.3314835716882748,1.0,1.0
campi,SRX21425398,GCA_033118305.1,coverage_ge_80pct_and_complete_yes,11,0.7249323518026896,0.6788051714873998,0.49238188069818867,0.6378463585819685,0.67942212468379,0.08516592483505081,1.6478602194489245,2.203591072231693,0.18181818181818182,0.4390884224749036,0.7962783353810733,0.23953405665759053,0.8795004569281178,0.14786587204290025,0.02737822058804429,0.2763381446749068,1.0,1.0
carolinensis,SRX19952691,GCA_031753635.1,coverage_ge_80pct_and_complete_yes,4,0.9949544046246501,0.855895245211252,0.7185905476220753,0.9949544046246501,0.9740955307126403,0.267792013574648,1.9167996188534093,2.028270895928736,0.5,0.2397562321473602,2.028270895928736,0.3198354884242657,1.6144936813478927,0.34443883043469536,0.42923380354864005,0.5096391569556165,0.9965635738831615,1.0
