species,te_level,composition_mode,observed_richness,shannon_entropy,gini_simpson,hill_q1,hill_q2,pielou_evenness
auriculatus,order,mass_aware_unresolved_bin,11,1.1389023842098271,0.5624997659982564,3.1233382576707713,2.285713063175218,0.47495918488579997
bairdi,order,mass_aware_unresolved_bin,11,1.1161633416950791,0.5437027877335041,3.0531179333857064,2.191554042227985,0.46547626760717703
balsameus,order,mass_aware_unresolved_bin,11,1.2572375415083934,0.6164672817454484,3.51569609602075,2.6073394847536777,0.5243087785235855
campi,order,mass_aware_unresolved_bin,11,1.2261281192411206,0.5988140449390678,3.4080085550247046,2.492609692301217,0.511335141759638
carolinensis,order,mass_aware_unresolved_bin,11,1.2450369496828881,0.6135133509725047,3.473063125547144,2.5874114992491197,0.5192207365378039
catahoula,order,mass_aware_unresolved_bin,11,1.1975292652347904,0.5815818126730319,3.3119239199672377,2.3899534730753977,0.4994084932813852
cheaha,order,mass_aware_unresolved_bin,11,1.1978419481688711,0.585992911332214,3.312959663977284,2.4154175794860255,0.4995388921931424
conanti,order,mass_aware_unresolved_bin,11,1.2203634161250398,0.6031718549414147,3.3884189159644773,2.5199825477408258,0.508931073833288
fuscus,order,mass_aware_unresolved_bin,11,1.1621945219658383,0.5673922973144623,3.196941341624501,2.3115630946749444,0.4846727607955723
gvnigeusgwotli,order,mass_aware_unresolved_bin,11,1.2869886889543662,0.6206504188036157,3.621863559994068,2.636090955593577,0.5367159706905948
intermedius,order,mass_aware_unresolved_bin,11,1.251299706055214,0.6074138148509516,3.494882326622215,2.5472113839674266,0.5218325088046624
kanawha,order,mass_aware_unresolved_bin,11,1.2278844279054626,0.5927226404070882,3.4139993292624573,2.455329215941528,0.5120675793620076
lycos,order,mass_aware_unresolved_bin,11,1.2149245882027986,0.5948063472477261,3.370039913972207,2.4679557372320864,0.5066629064183308
marmoratus,order,mass_aware_unresolved_bin,11,1.2598146361533953,0.6138880121484691,3.5247680622401494,2.5899221766316236,0.5253835104663171
mavrokoilius,order,mass_aware_unresolved_bin,11,1.230715579874653,0.5958433957577334,3.4236785754294674,2.4742884057897574,0.5132482614382046
monticola,order,mass_aware_unresolved_bin,11,1.2087406463136812,0.596895863444155,3.349264087439745,2.4807485443937205,0.5040840023438835
ocoee,order,mass_aware_unresolved_bin,11,1.2043091235789345,0.5939128518381558,3.334454586048864,2.462525604482943,0.5022359138201612
orestes,order,mass_aware_unresolved_bin,11,1.2130357988120521,0.5954646102266407,3.3636806259047978,2.471971613065174,0.5058752200618111
organi,order,mass_aware_unresolved_bin,11,1.3855908915000117,0.6867226861353506,3.9971871110274537,3.1920600558776733,0.5778362830179032
pascagoula,order,mass_aware_unresolved_bin,11,1.127534707080395,0.559994834932492,3.0880341995357456,2.2727005939727425,0.47021849530757415
perlapsus,order,mass_aware_unresolved_bin,11,1.2311749757935022,0.603967775959456,3.425251760724256,2.525047052478297,0.5134398444168528
santeetlah,order,mass_aware_unresolved_bin,11,1.2131108209423043,0.5985391604733944,3.3639329858570135,2.49090297618861,0.5059065067201998
tilleyi,order,mass_aware_unresolved_bin,11,1.2471780948309317,0.6157933319053048,3.4805074246256504,2.6027658628598576,0.5201136634192789
valentinei,order,mass_aware_unresolved_bin,11,1.1317610358686534,0.5638860784560737,3.1011128652757045,2.2929788539192,0.4719810113090867
valtos,order,mass_aware_unresolved_bin,11,1.1040438557609842,0.5373088732606617,3.0163390343899956,2.161269024213123,0.4604220494052489
welteri,order,mass_aware_unresolved_bin,11,1.1850682515111222,0.5849707504008321,3.270910058401967,2.4094687325430493,0.49421184692863346
wrighti,order,mass_aware_unresolved_bin,11,1.3966069545017685,0.689087471318711,4.041463805740964,3.2163387054276034,0.5824303381156061
abditus,superfamily,classified_conditional,26,1.561818596215011,0.6424343969541764,4.767483493620946,2.7966895906143567,0.47936535274164843
adatsihi,superfamily,classified_conditional,26,1.604783673238613,0.6618825122017207,4.9767828749599,2.9575518454005536,0.4925525240001443
aeneus,superfamily,classified_conditional,26,1.6415615542756041,0.6810297452278589,5.163225877816948,3.1350885702942977,0.5038406735708519
amphileucus,superfamily,classified_conditional,27,1.6692123793109628,0.6854680563624098,5.307985471179921,3.1793273154863386,0.5064608617399846
anicetus,superfamily,classified_conditional,26,1.6482419156077723,0.6777849219333227,5.197833559526064,3.1035170855445378,0.505891061352248
apalachicolae,superfamily,classified_conditional,24,1.602245281501596,0.6602691570923951,4.964165870657642,2.943506663809048,0.5041592644534205
aureatus,superfamily,classified_conditional,25,1.5881515597815257,0.6459866994445038,4.894693013822963,2.8247526249179353,0.49338702273379986
auriculatus,superfamily,classified_conditional,24,1.5446144775957857,0.6329379574554317,4.686164657265518,2.724335082613673,0.4860252720850469
bairdi,superfamily,classified_conditional,25,1.5043085507007534,0.6170637259504024,4.501040312891729,2.6114005587010043,0.46733972745355856
balsameus,superfamily,classified_conditional,26,1.6355699912541748,0.6751950381820643,5.132382576637342,3.0787707010477696,0.5020016970544999
campi,superfamily,classified_conditional,24,1.6100799351014814,0.6617133922164797,5.003211144040235,2.956073273346753,0.5066245007326399
carolinensis,superfamily,classified_conditional,24,1.6367138959589251,0.6755792341656432,5.138256892401502,3.0824167418141832,0.5150050890672709
catahoula,superfamily,classified_conditional,25,1.5387093133275604,0.6305171470987242,4.658573630127302,2.7064855436395465,0.4780269252513225
cheaha,superfamily,classified_conditional,26,1.5627265894787172,0.6447906689957639,4.771814302393035,2.8152413597155035,0.479644041004292
conanti,superfamily,classified_conditional,25,1.6219541893293414,0.6667733463369374,5.062974666540746,3.0009604244057138,0.5038884000428173
fuscus,superfamily,classified_conditional,25,1.5502319541322203,0.6363734673130685,4.71256315432318,2.7500743485651022,0.48160663488648114
gvnigeusgwotli,superfamily,classified_conditional,27,1.6506342717410984,0.6748220840242012,5.210283514947839,3.0752395869171645,0.5008240209844568
intermedius,superfamily,classified_conditional,25,1.6272306670402927,0.6675408915362684,5.089759943333318,3.007888713354627,0.5055276300094369
kanawha,superfamily,classified_conditional,25,1.5854523436419654,0.6506449237481554,4.881498994207917,2.8624172596224584,0.4925484640920819
lycos,superfamily,classified_conditional,25,1.6032646732211502,0.6584298135969654,4.969228880397347,2.927655983476419,0.4980821754088004
marmoratus,superfamily,classified_conditional,26,1.6517559870784306,0.6754899234144134,5.216131249011742,3.0815684077417513,0.5069696271435467
mavrokoilius,superfamily,classified_conditional,26,1.6031355322846168,0.6595734734770917,4.968587190960963,2.937491417645761,0.49204666392670493
monticola,superfamily,classified_conditional,24,1.595952457250994,0.6593222933992036,4.933025331017042,2.9353256189780343,0.5021791770834363
ocoee,superfamily,classified_conditional,27,1.6154937082373293,0.6653379090673988,5.030370846022159,2.9880886634434893,0.4901619145354894
orestes,superfamily,classified_conditional,26,1.5991301585885935,0.6568099187088687,4.948725944928958,2.9138371255889846,0.4908173038849501
organi,superfamily,classified_conditional,25,1.7297019378055625,0.7186150636355635,5.638972893282289,3.5538505114035215,0.5373621201670264
pascagoula,superfamily,classified_conditional,24,1.5502243178166912,0.6420659655795689,4.712527167841385,2.793810880876991,0.4877904530795713
perlapsus,superfamily,classified_conditional,24,1.6159606651374894,0.6673093538074714,5.032720360917477,3.005795358073573,0.5084749193693072
santeetlah,superfamily,classified_conditional,24,1.6117329798482638,0.6652323875261879,5.011488515486762,2.9871467929957745,0.5071446444542461
tilleyi,superfamily,classified_conditional,25,1.6456204407907782,0.679924068779642,5.184225414244997,3.1242586600850792,0.5112407344443489
valentinei,superfamily,classified_conditional,25,1.5661606622700928,0.6474160463186516,4.78822922894914,2.836203943937168,0.4865551663007132
valtos,superfamily,classified_conditional,26,1.4693652201093297,0.6025526932659635,4.346475210122403,2.516056803145427,0.4509888528354103
welteri,superfamily,classified_conditional,26,1.6018719928457692,0.6544343863311869,4.96231314967386,2.893806444984977,0.4916588487026616
wrighti,superfamily,classified_conditional,26,1.7531936269844617,0.7262558164164015,5.773010107987255,3.6530456534599227,0.5381036462624614
abditus,superfamily,mass_aware_unresolved_bin,27,1.7504637512746615,0.7305026499252504,5.757271999235084,3.7106116246509777,0.5311135903995201
adatsihi,superfamily,mass_aware_unresolved_bin,27,1.7865266524040322,0.7415536784533183,5.968685103071921,3.8692754225150616,0.5420555461441596
aeneus,superfamily,mass_aware_unresolved_bin,27,1.8145726300989782,0.7554225818576157,6.1384522270654625,4.088684914556729,0.5505650624931734
amphileucus,superfamily,mass_aware_unresolved_bin,28,1.8331699245158737,0.7594759677964145,6.253678962153554,4.157588706784921,0.550137279665193
anicetus,superfamily,mass_aware_unresolved_bin,27,1.8213387920669386,0.7524659765973467,6.180126818592748,4.039848689298529,0.5526180045054895
apalachicolae,superfamily,mass_aware_unresolved_bin,25,1.7832862928665425,0.7417463754121338,5.94937571894102,3.872162497606177,0.554009036039643
aureatus,superfamily,mass_aware_unresolved_bin,26,1.769301333164447,0.7345645345620001,5.866753023394485,3.7673940758062674,0.5430475470929037
auriculatus,superfamily,mass_aware_unresolved_bin,25,1.737544679467891,0.7226146724298377,5.68337177784016,3.605093350682213,0.5397986048557919
bairdi,superfamily,mass_aware_unresolved_bin,26,1.704927029444657,0.7101256197261102,5.500984242690467,3.4497702040971787,0.5232892916303807
balsameus,superfamily,mass_aware_unresolved_bin,27,1.8110611453830905,0.7507745179010946,6.116934946801245,4.012430797919568,0.5494996321158062
campi,superfamily,mass_aware_unresolved_bin,25,1.7878857816486462,0.7438422837613132,5.976802832819737,3.9038449228997805,0.555437947570361
carolinensis,superfamily,mass_aware_unresolved_bin,25,1.8117025538139102,0.7512421429586658,6.120859658984086,4.019973527243553,0.5628370438577238
catahoula,superfamily,mass_aware_unresolved_bin,26,1.72867057201941,0.7259153135216475,5.633160047671426,3.64850737503345,0.5305768419830696
cheaha,superfamily,mass_aware_unresolved_bin,27,1.7501299934212016,0.7330726263889193,5.755350785118819,3.746337389349296,0.5310123239027155
conanti,superfamily,mass_aware_unresolved_bin,26,1.795338360196357,0.7479196244071551,6.021511817072629,3.9669886941741943,0.5510390313009564
fuscus,superfamily,mass_aware_unresolved_bin,26,1.74190789252143,0.7253307893085007,5.708223717496284,3.640742977643649,0.5346397420069157
gvnigeusgwotli,superfamily,mass_aware_unresolved_bin,28,1.8194391354974055,0.7524801515974855,6.1683978441201575,4.040080043899384,0.5460166475201552
intermedius,superfamily,mass_aware_unresolved_bin,26,1.7990663704589192,0.7485483483379248,6.044001970637009,3.976907661532865,0.5521832608285523
kanawha,superfamily,mass_aware_unresolved_bin,26,1.766112277391452,0.7380406069726131,5.8480734217732655,3.8173855437795035,0.5420687376144921
lycos,superfamily,mass_aware_unresolved_bin,26,1.7849331869725376,0.7397203900981504,5.959181783305313,3.8420220484312857,0.5478453956605165
marmoratus,superfamily,mass_aware_unresolved_bin,27,1.8168250523360232,0.7538713273840018,6.152294196490452,4.0629155042011975,0.551248476851535
mavrokoilius,superfamily,mass_aware_unresolved_bin,27,1.7818057303104509,0.7427867145028975,5.940573813513097,3.8878240603604612,0.5406231566523506
monticola,superfamily,mass_aware_unresolved_bin,25,1.7758327295935177,0.7427685951406602,5.905196521340546,3.8875502023045105,0.5516934564154026
ocoee,superfamily,mass_aware_unresolved_bin,28,1.7922605664486935,0.7461171343871644,6.003007336744945,3.9388242983083894,0.5378603146883257
orestes,superfamily,mass_aware_unresolved_bin,27,1.7804409783077075,0.7397967237964758,5.932471933289803,3.8431491508885762,0.5402090730498458
organi,superfamily,mass_aware_unresolved_bin,26,1.8469259067350472,0.7773214911604696,6.340298863776594,4.490779129119431,0.5668726770928081
pascagoula,superfamily,mass_aware_unresolved_bin,25,1.740882169469113,0.7305890408189271,5.7023716626483285,3.7118014910740627,0.5408354544215432
perlapsus,superfamily,mass_aware_unresolved_bin,25,1.793696558832559,0.7467576482796551,6.011633801847526,3.9487865801542474,0.5572431670010145
santeetlah,superfamily,mass_aware_unresolved_bin,25,1.7924621050908092,0.7434022531794133,6.004217296614942,3.897150354555532,0.556859662383591
tilleyi,superfamily,mass_aware_unresolved_bin,26,1.8185901625008123,0.7542832174465945,6.163163263241567,4.069726087116799,0.5581756529550758
valentinei,superfamily,mass_aware_unresolved_bin,26,1.7546178600216684,0.732873728673398,5.7812380775894185,3.743547929725525,0.5385407827992663
valtos,superfamily,mass_aware_unresolved_bin,27,1.6759581034062891,0.6988826434736919,5.343912718079654,3.3209643294428686,0.5085076026345072
welteri,superfamily,mass_aware_unresolved_bin,27,1.7831090035519708,0.7378445397954134,5.9483210516910585,3.8145305049896665,0.5410185867948322
wrighti,superfamily,mass_aware_unresolved_bin,27,1.8753660893636224,0.7832571087554607,6.523206759870225,4.613761467598742,0.5690105929415133
