species,display_species,element_id,ratio_terminal_internal_all_positions,left_right_terminal_log2_imbalance,terminal_positive_coverage_fraction,internal_positive_coverage_fraction,domain_count,complete,sequence,species_q1,species_q3,species_iqr,species_iqr_upper,fraction_of_species_ratio_sum,upper_within_species_iqr_outlier,extreme_one_sided_terminal_pileup,dominates_species_ratio_sum,artifact_screen_keep,artifact_screen_rule_id,artifact_screen_reason
abditus,D. abditus,JASCRC010033273.1_De_2552_9199,0.3354239782141174,2.130832592763968,1,1,5,no,JASCRC010033273.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.006920791442221706,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010036589.1_De_8_5310,0.5128260541244726,-0.6098134464169173,1,1,5,no,JASCRC010036589.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.010581122392112865,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010039241.1_De_9_5841,0.827033196665594,-1.293538414677826,1,1,5,no,JASCRC010039241.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.017064147591329244,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010040016.1_De_7_5376,1.0487345478928816,-0.7457146847087033,1,1,5,no,JASCRC010040016.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.021638503969999796,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010041566.1_De_22_5954,0.8036166455287277,0.245788151656513,1,1,5,no,JASCRC010041566.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.016580994694576825,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010043887.1_De_17_5580,0.4646150148589262,0.20831049448660635,1,1,6,yes,JASCRC010043887.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009586385671899567,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010044327.1_De_490_6141,0.601202798880661,1.011856378698451,1,1,6,yes,JASCRC010044327.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.012404596736602342,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010047980.1_De_13_5163,1.251926322769839,0.5456054867859551,1,1,6,no,JASCRC010047980.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.02583095289444911,TRUE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010050518.1_De_27_5867,0.35365814484277924,-0.5646950345409415,1,1,5,no,JASCRC010050518.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.0072970163770983984,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010050959.1_De_1545_8640,0.464400094778567,0.25341599784083263,1,1,5,no,JASCRC010050959.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009581951233250214,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010053167.1_De_9_5838,0.5336286152689295,-0.6695615164803794,0.9956188389923328,1,6,no,JASCRC010053167.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.011010340922974567,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010057599.1_De_3734_8871,1.1776271943392584,0.7073561078232092,1,1,6,yes,JASCRC010057599.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.02429794152494395,TRUE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010061579.1_De_6_5035,0.6158569030336867,0.09008867386168118,1,1,5,no,JASCRC010061579.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.012706954365164442,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010062793.1_De_730_5756,0.7986533463106618,2.169879216570666,1,0.9977220956719818,6,yes,JASCRC010062793.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.016478587111981018,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010063347.1_De_9_5746,0.48536217926042335,-4.042388601762608,1,1,5,no,JASCRC010063347.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.0100144612036631,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010068210.1_De_9_5711,0.9035893111722568,-0.4963899547626398,1,1,6,no,JASCRC010068210.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.0186437272771597,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010068541.1_De_1639_5709,0.2510182162238935,1.0054013990784534,1,1,5,no,JASCRC010068541.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.005179250248994162,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010070310.1_De_12_5678,0.5938557826211269,0.3818898052446601,1,1,6,no,JASCRC010070310.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.012253006002017505,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010073072.1_De_2705_8696,0.5623005022812002,0.07506261375129261,1,1,6,yes,JASCRC010073072.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.011601926984660955,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010081934.1_De_8_5163,0.8889323492697763,0.25635302199337845,1,1,6,no,JASCRC010081934.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.01834131068475108,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010086024.1_De_6_5569,0.1561439926370996,1.969354230516241,1,1,5,no,JASCRC010086024.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.003221713646563881,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010100742.1_De_11_5487,0.8251307987588788,-1.0709876233523934,1,1,5,no,JASCRC010100742.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.01702489548054517,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010104510.1_De_17_5354,0.4499793435686262,-0.5886866324007803,1,1,5,no,JASCRC010104510.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009284408367962101,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010108049.1_De_9_5112,0.21935162130160787,-0.9478323088111856,1,1,6,yes,JASCRC010108049.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.004525874481676309,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010110698.1_De_885_6869,0.623233083662267,-0.5181227764624597,1,1,6,yes,JASCRC010110698.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.01285914684717589,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010124418.1_De_21_5345,1.1782739615437663,0.5859298640944839,1,1,5,no,JASCRC010124418.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.024311286250499647,TRUE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010125192.1_De_11_5343,0.4270210502657852,0.0650418792712358,1,1,5,no,JASCRC010125192.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.008810710689387402,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010140571.1_De_316_6216,1.2221691387634952,-0.8672794258094386,1,1,5,no,JASCRC010140571.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.025216973937094257,TRUE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010141015.1_De_10_5215,0.3733123958642077,0.1203123522229758,1,1,6,no,JASCRC010141015.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.007702541864562355,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010152516.1_De_159_5081,0.56174339205752,-1.2187870120395246,1,1,6,yes,JASCRC010152516.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.011590432148516716,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010191452.1_De_1397_7089,0.4599674740975067,1.5060153581503992,1,1,5,no,JASCRC010191452.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009490493122713722,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010195872.1_De_2279_7962,0.7039711976157776,0.45993550861931926,1,1,6,no,JASCRC010195872.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.014525013584210074,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010217992.1_De_2495_7842,0.43461539002461697,-0.7311120026495926,1,1,5,no,JASCRC010217992.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.008967404441253574,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010261149.1_De_1848_7697,0.7437657309838526,-1.4577656115080824,1,1,6,no,JASCRC010261149.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.01534609282680725,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010293249.1_De_1973_7568,0.7858804189172908,3.7042224444518266,1,1,5,no,JASCRC010293249.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.016215043739003274,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010298790.1_De_11_6210,0.625351762928676,1.0533894317890442,1,1,5,no,JASCRC010298790.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.012902861483839151,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010327577.1_De_324_5894,0.8920029710602283,-0.20049725463683643,1,1,5,no,JASCRC010327577.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.018404666718874835,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010345291.1_De_899_6539,0.7237510557669361,1.6948170683806365,1,1,5,no,JASCRC010345291.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.014933130719275212,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010365228.1_De_1035_7345,0.4193488229716016,0.8190195473362187,1,1,5,no,JASCRC010365228.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.00865240988667475,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010387371.1_De_5_5494,0.45069514424814294,-2.1916692786835887,1,1,6,no,JASCRC010387371.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.00929917745884079,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010407292.1_De_455_7276,0.7150106151455792,-0.2584465297998138,1,1,6,yes,JASCRC010407292.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.014752789507607512,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010411724.1_De_626_5452,0.39820253649721993,-4.804806550625319,1,0.976905311778291,5,no,JASCRC010411724.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.008216099282865598,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010419472.1_De_22_6416,0.9219079497868248,2.8035441234209415,0.994413407821229,1,6,yes,JASCRC010419472.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.019021695119625405,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010431656.1_De_227_10921,0.3510002814048455,-0.01961823930766692,1,1,6,yes,JASCRC010431656.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.007242176771910413,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010482583.1_De_7_6437,0.2853497932988358,0.40309997685444376,1,1,6,yes,JASCRC010482583.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.005887612501696809,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010508072.1_De_581_5804,0.6811560828712575,-0.5978482171166645,1,1,6,yes,JASCRC010508072.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.014054270103920222,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010525788.1_De_5_5577,0.4906138205477056,-0.6179305167490075,1,1,6,no,JASCRC010525788.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.010122818138287016,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010563450.1_De_24_6334,0.34887439114534446,-0.763946575695475,1,1,5,no,JASCRC010563450.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.007198313351073918,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010575649.1_De_4579_10709,0.9011163716298188,0.15005849513976585,1,1,5,no,JASCRC010575649.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.018592703200367218,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010597807.1_De_121_5585,0.4389034481357871,-0.07832235577641426,1,1,5,no,JASCRC010597807.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009055879797241961,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010606670.1_De_18_6043,0.4809649596513754,-0.2983328775183749,1,1,5,no,JASCRC010606670.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009923733522231686,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010698633.1_De_6_3898,0.4082615305188602,0.8263287610687605,1,1,5,no,JASCRC010698633.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.008423646161633724,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010705281.1_De_1195_6735,0.5111245333461018,0.14602731485558762,1,1,5,no,JASCRC010705281.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.010546014972230693,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010748499.1_De_363_6679,0.3580640693825667,-0.11606638767390988,1,1,5,no,JASCRC010748499.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.007387923667067307,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010754033.1_De_830_6463,0.6582321536290779,0.48958299520187354,1,1,6,yes,JASCRC010754033.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.013581281457830953,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010757359.1_De_11_6088,0.49901023236804853,-1.2690887161113389,1,1,5,no,JASCRC010757359.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.010296061015498688,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010762892.1_De_1480_6660,0.39004138780375297,-0.15199411145837036,1,1,6,yes,JASCRC010762892.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.008047710581684582,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010775080.1_De_329_6126,0.7088410224794742,-1.3848639349939025,1,1,6,no,JASCRC010775080.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.01462549251365702,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010822740.1_De_22_6548,0.5425407266686124,0.9940183309170504,0.9981167608286252,1,6,yes,JASCRC010822740.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.011194224211925601,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010828283.1_De_9_5717,0.524556163414148,0.00254051685661978,1,1,5,no,JASCRC010828283.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.010823149334910881,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010834935.1_De_6_6163,0.8198804571975179,-0.02772761368056578,1,1,5,no,JASCRC010834935.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.016916565363121628,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010868206.1_De_548_6505,0.44112941958751367,1.1736737756269489,1,1,5,no,JASCRC010868206.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009101808189886285,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010870426.1_De_607_6496,0.6807639997320873,1.139034115872337,1,1,5,no,JASCRC010870426.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.014046180265952597,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010882618.1_De_716_6471,0.7771077111030431,2.240370466216203,1,1,5,no,JASCRC010882618.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.016034036759450965,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010914759.1_De_579_6452,0.6384797394162327,-0.2695346580814803,1,1,5,no,JASCRC010914759.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.013173730572604094,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010933602.1_De_8_5908,0.1653290595629433,0.3491410376631587,1,1,5,no,JASCRC010933602.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.0034112288175277,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010943582.1_De_1221_6409,0.4774917474063277,-0.36144185040651144,1,1,5,no,JASCRC010943582.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.00985207085306138,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010954666.1_De_9_5294,0.5807754194954006,0.13954828532908506,1,1,5,no,JASCRC010954666.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.011983119318114745,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010967779.1_De_1095_6383,0.608824215483376,-0.2526765988768984,1,1,6,no,JASCRC010967779.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.012561849164060005,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010968220.1_De_313_6376,0.29819859013125366,-0.17378009989369492,1,1,5,no,JASCRC010968220.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.006152721286209162,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
abditus,D. abditus,JASCRC010968993.1_De_5_5954,0.43977642868328376,1.0113616065713529,1,1,5,no,JASCRC010968993.1_De,0.4389034481357871,0.7237510557669361,0.284847607631149,1.1510224672136595,0.009073891974947648,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010008137.1_De_5_6017,0.3932455542577925,-1.2485906629296972,1,1,5,no,JAUEJF010008137.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.010956655799856599,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010010782.1_De_525_5968,0.7274530283586993,-0.6604484217778699,1,1,5,no,JAUEJF010010782.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.0202683853790361,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010011004.1_De_5_5969,0.6650182963621964,-0.3968841522197267,1,1,6,no,JAUEJF010011004.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.018528821228760855,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010011333.1_De_638_5969,0.5912070004659162,-0.1370311804206648,1,1,5,no,JAUEJF010011333.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.016472281861638727,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010027996.1_De_12_5781,0.714796318041653,-0.11984239786648072,1,1,6,no,JAUEJF010027996.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.019915742565911096,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010029100.1_De_8_5753,0.6852034821928227,-0.2297054344217685,1,1,5,no,JAUEJF010029100.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.01909122334877905,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010030863.1_De_16_5746,0.5928321342690723,-0.3868279005674655,0.988663967611336,1,5,no,JAUEJF010030863.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.016517561538718615,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
adatsihi,D. adatsihi,JAUEJF010052721.1_De_5_5290,0.5443028553249981,-0.49300785645237727,1,1,5,no,JAUEJF010052721.1_De,0.4385005226381025,0.9193425452094304,0.48084202257132785,1.6406055790664222,0.015165432824615261,FALSE,FALSE,FALSE,TRUE,one_sided_terminal_pileup_v1,retained
